"id","transcription","year","month","day"
"e08-10","","","",""
"e08-11","","","",""
"e08-12","","","",""
"e08-13","","","",""
"e08-14","","","",""
"e08-15","Dein treues Weib, die Kinder, die Lieben Wir alle, die dein herrlich Wort gehört Ein hold Gedenken nur ist uns geblieben","","",""
"e08-16","Begrabe deine Toten in dein Herz hinein und es werden in deinem Herzen lebendig Tote sein","","",""
"e08-17","","","",""
"e08-18","Ihr Leben war Liebe und Arbeit","","",""
"e08-19","","","",""
"e08-2","‎‏פ״ט‏‎ ‎‏האשה החשובה והצנועה‏‎ ‎‏מרת‏‎ ‎‏פראדכא בת יוסף‏‎ ‎‏אשת יהודה בר יחיאל‏‎ ‎‏מתה ביום ט״ז אדר תרנ״ב‏‎ ‎‏לפ״ק‏‎ ‎‏תנצב״ה‏‎ Sophie Hermanns geb. Wolff gest. 15. März 1892 im 65. Lebensjahre.","1892","3","15"
"e08-20","","","",""
"e08-21","","","",""
"e08-22","Ruhe in Frieden","","",""
"e08-23","","","",""
"e08-24","","","",""
"e08-25","","","",""
"e08-26","Simon Herbst 1905 - 1943","","",""
"e08-27","Emil Hirsch 1875 - 1943","","",""
"e08-28","Karl Gustav Hackelberg 1923 - 1943","","",""
"e08-3","‎‏פ״נ‏‎ ‎‏ילד שעשועים נחמד ונעים‏‎ ‎‏שמו שלמה בר יהודא‏‎ ‎‏נולד יום ה׳ י״ח שבט תרל״א‏‎ ‎‏ולקח אותו אלהים‏‎ ‎‏ביום ו׳ עש״ק ג׳ אב‏‎ ‎‏שנת תרל״ד לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht Max Lehmann geboren 9. Februar 1871, gestorben 17. Juli 1874. S.A.R.I.F.","1874","7","17"
"e08-4","‎‏מצבה לזכרון‏‎ ‎‏פ״ט‏‎ ‎‏אשה מ׳ חנה בת ארי׳ יהוד׳‏‎ ‎‏אשת כ׳ אליאקום‏‎ ‎‏הלכה לעולמה‏‎ ‎‏אור ליום ב׳ שהוא ט׳ טבת‏‎ ‎‏שנת תרל״ד לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht Johanna Lehmann geb. Rosenthal gestorben 29. Dezember 1873 im Alter von 63 Jahren. I.A.R.I.F.","1873","12","29"
"e08-5","‎‏פ״ט‏‎ ‎‏ילד שעשועים‏‎ ‎‏נחמד ונעים‏‎ ‎‏שמו משה ב׳ שמעון הלוי‏‎ Walter Levy geb. 5. Sept. 1891 gest. 10. Mai 1893","1893","5","10"
"e08-6","‎‏פ״נ‏‎ ‎‏אשה חשובה ויקרה‏‎ ‎‏מרת טייבכע בת שלמה‏‎ ‎‏אשת יחיאל בר אורי‏‎ ‎‏נפטרה ביום ג׳ ט׳ באב תרס״ב לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht Frau Michael Servos geb. Therese Salmon geb. 30. Juli 1825, gest. 31. Juli 1906 im Alter von 81 Jahren.","1906","7","31"
"e08-7","‎‏פ״נ‏‎ ‎‏ה״ה יחיאל בר אורי ז״ל‏‎ ‎‏נפטר בשם טוב בן ע׳ שנה‏‎ ‎‏ביום ב׳ כ׳ טבת תרנ״ו לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht in Gott Michel Servos gest. 5. Jan. 1896 im 70. Lebensjahre","1896","1","5"
"e08-8","‎‏פ״ט‏‎ ‎‏האיש הנכבד ר׳ משה‏‎ ‎‏בר בנימין אשר הלך לעולמו‏‎ ‎‏בן פ״ג שנה בעש״ק כ״ו מרחשון‏‎ ‎‏שנת תרל״ח לפ״ק‏‎ ‎‏נתצב״ה‏‎ Moses [...] gest. den [...] im 8[...]","1877","11","2"
"e08-9","‎‏פ״ט‏‎ ‎‏האשה ... וישרה אולק‏‎ ‎‏ביגע כפיה ובזעת אפיה‏‎ ‎‏אכלה לחמיה‏‎ ‎‏בבריאות ימיה העציבה בנותיה‏‎ ‎‏עזבה אותם כשמתה‏‎ ‎‏ו׳ כסלו הלכה לעולמה‏‎ ‎‏בח׳ נאספה אל עמה‏‎ ‎‏בשנת תרס״א לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht Liesette Meyer aus A[...]hoff.","1900","11","28"
