"id","transcription","year","month","day"
"e13-1","","","",""
"e13-10","‎‏פ״נ‏‎ ‎‏אשה ישרה ונעימה‏‎ ‎‏הלכה בדרך תמימה‏‎ ‎‏ה״ה מרת יולכע‏‎ ‎‏אשת קלונימוס הלוי‏‎ ‎‏נפטרה ח׳ טבת תרמ״ח לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht Frau Kalmann Loewenstein geb. Julchen Kappel geb. im Jahre 1810, gest. 23. Dez. 1887.","1887","12","23"
"e13-11","‎‏פ״נ‏‎ ‎‏מרת ש#״8ינכא בת רבי אליעזר‏‎ ‎‏האש#״8ה היקרה והצדקת‏‎ ‎‏אש#״8ת חיל, עקרת הבית‏‎ ‎‏יראת אלהים ותפארת בניה‏‎ ‎‏עלתה למרום י״ג ניסן תרמ״ח לפ״ק‏‎ ‎‏תנצב״ה‏‎ Frau Gottschalk Marx. geb. den 7. Feb. 1848, gest. den 25. März 1888.","1888","3","25"
"e13-12","‎‏פ״נ‏‎ ‎‏אשה ישרה ונעימה‏‎ ‎‏הלכה בדרך תמימה‏‎ ‎‏מוכתרת בכל מדה ישר׳‏‎ ‎‏מתה במבחר שנותיה‏‎ ‎‏ביום ה׳ כסלו תר״נ לפ״ק‏‎ ‎‏תנצב״ה‏‎ Frau Billa Vosen geb. Kaufmann geb. am 17. September 1848, gest. am 28. November 1889.","1889","11","28"
"e13-13","‎‏פ״נ‏‎ ‎‏האשה היקרה והנכבדה‏‎ ‎‏אהה היא היתה יולדת‏‎ ‎‏[א]ליק בת אליעזר מיוכען‏‎ ‎‏אשת ישראל ב״ח ר׳ משה‏‎ ‎‏וויהל ז״ל מוועפעלינגהאפען‏‎ ‎‏נפטרת ביום [...] ש׳[...]‏‎ ‎‏[...]‏‎ ‎‏[...]‏‎","1857","10","10"
"e13-14","‎‏פ״נ‏‎ ‎‏אשה יקרה ונעימה‏‎ ‎‏אשת חיל תפארת בעלה‏‎ ‎‏ה״ה אשה יראת אלהים‏‎ ‎‏מרת יטלה בת שלמה‏‎ ‎‏מתה בזקנה ושיבה טובה‏‎ ‎‏ביום א׳ דר״ח אדר ראשון‏‎ ‎‏תרנ״ג לפ״ק תנצב״ה‏‎ Hier ruht Frau Ww. M. Kaufmann geb. Schönbrunn geb. 25. Dez. 1799 gest. 15. Feb. 1898","1898","2","15"
"e13-15","‎‏סוף אדם למות‏‎ ‎‏פ״נ‏‎ ‎‏קבורת בתולה‏‎ ‎‏צנוע׳ וחמודה‏‎ ‎‏שרה בת קלונימות‏‎ ‎‏מועפעלינגהאפען‏‎ ‎‏נפטרה ביום [...] תמוז‏‎ ‎‏שנת תרנ״ג לפ״ק‏‎ ‎‏תנצב״ה‏‎ Sara Löwenstein geb. 13. Juni 1848, gest. 21. Juni 1893.","1893","6","21"
"e13-16","‎‏פ״נ // פ״נ‏‎ ‎‏עלמה טובת שכל // איש צדיק וישר‏‎ ‎‏ונעימה בדרכיה // הלך דרך טובים‏‎ ‎‏מחמד יולדיה // דבק באלהים חיים‏‎ ‎‏ותפארת רעותיה // וכל מעשיו היו ל״ש‏‎ ‎‏ה״ה רבקה בת ח׳ // ה״ה אברהם בר ח׳‏‎ ‎‏אברהם // יצחק‏‎ Hier ruht // Hier ruht Abraham // Bertha Grietmann // Grietmann geb. 18. März 1818 // geb. 11. Juni 1847? gest. 11. April 1893. // gest. 7. Mai 1894.","1893","4","11"
"e13-17","[...]a[...] [1]832 - [....]","1895","10","10"
"e13-18","‎‏ציון הלז‏‎ ‎‏הוקם על ראש איש זקן תם‏‎ ‎‏וישר הולך ש[...] כ״ה משה‏‎ ‎‏ויהל בן ישראל [פרנס ו]מנהיג‏‎ ‎‏דק״ק וועפעלינגהא[פ]ען הו׳‏‎ ‎‏נולד בוויי[...]האפען‏‎ ‎‏ארץ [...] הלך לעולמ׳‏‎ ‎‏[...] תר״ג‏‎ ‎‏לפרט קטן תנצב״ה‏‎ Dem Andenken unseres geliebten Vaters Moses Wihl von seiner Gattin u. seinen Kindern geb. 28. Octob. 1772 gest. 4. Octob. 1842.","1842","10","4"
"e13-19","‎‏פ״נ‏‎ Hier ruht Bertha Marx geb. 26. Sept. 1880 gest. 25. Jan. 1896. Tochter von Gottschalk u. Jeanette Marx geb. Kaufmann.","1896","1","25"
"e13-2","‎‏פ״נ‏‎ ‎‏ילד שעשועים ונעים‏‎ ‎‏יששכר בר אליהו‏‎ ‎‏כציץ פרח וכצל ברח‏‎ ‎‏ואיננו כי לקח אותו אלהים‏‎ ‎‏ביום א׳ י״ד ואדר [...] לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht in Gott Gustav Friedlander aus Eschweiler geb. am 20.? Mai 1871 gest. am 21. März 1875. Friede seiner Asche.","1875","3","21"
"e13-20","‎‏פ״נ‏‎ ‎‏ר׳ יהודה בר ר׳ מאיר‏‎ ‎‏איש מהיר במלאכתו‏‎ ‎‏מת בשיבה טובה‏‎ ‎‏ביום ג׳ חה״מ של פסח‏‎ ‎‏י״ט ניסן תרנ״ט לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht Herz Marx geb. 6. Dez. 1826, gest. 30. März 1899.","1899","3","30"
"e13-21","‎‏פ״נ‏‎ Hier ruht Emilie Wolff geb. Lilienthal geb. Minden 10. Juli 1847 gest. Wevelinghoven 17. März 1900. Sie war eine selten treue Gattin und liebevolle Mutter.","1900","3","17"
"e13-22","‎‏פ״נ‏‎ ‎‏אשה חשובה ויקרה‏‎ ‎‏מרת בילא בת חונה‏‎ ‎‏אשת משה בר פינחס‏‎ ‎‏נפטרה ביום א׳ כ״ב‏‎ ‎‏סיון‏‎ ‎‏נקברה ביום ג׳ כ״ד‏‎ ‎‏סיון תרס״א לפ״ק‏‎ Frau Moses Vosen geb. Sybilla Jonas geb. 20. Dez. 1805 zu Heinsberg gest. 9. Juni 1901. ‎‏תנצב״ה‏‎","1901","6","9"
"e13-23","‎‏פה נטמנה‏‎ ‎‏פעגעלכע אשת כ׳ [...]‏‎ ‎‏קויפמאן ז״ל ׃ נולדה י״א אדר‏‎ ‎‏שני תקכ״א לפ״ק ׃ ומתה יום א׳‏‎ ‎‏כ״א שבט תר״י לפ״ק ונקברה‏‎ ‎‏יום ג׳ כ״ג לחדש ׃ ויהי ימיה‏‎ ‎‏שני חיה תשע ושמונים שנה‏‎ ‎‏תנצב״ה‏‎","1850","2","3"
"e13-24","Samuel Liffmann 1886-1908","1908","10","10"
"e13-25","","","",""
"e13-26","Hier ruht Josef Katz geb. 31. Okt. 1844 gest. 21. Juni 1908. ‎‏פ״נ‏‎ ‎‏איש תמים כשר היה‏‎ ‎‏ה״ה יוסף בר יקותיאל‏‎ ‎‏הכהן‏‎ ‎‏נפטר כ״ב סיון תרס״ח לפ״ק‏‎ ‎‏תנצב״ה‏‎","1908","6","21"
"e13-27","‎‏פ״נ‏‎ ‎‏מייר בר אליקום‏‎ ‎‏מת ביום י״ז ניסן‏‎ ‎‏תרס״ט לפ״ק‏‎ ‎‏תנצב״ה‏‎ Gottschalk Marx geb. 6. Juni 1832 gest. 7. Apr. 1909.","1909","4","7"
"e13-28","‎‏פ״נ‏‎ ‎‏איש תם וישר‏‎ ‎‏אורי בר משה‏‎ ‎‏מת ביום ש״ק י״ב אייר‏‎ ‎‏תר״ע לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht mein lieber unvergesslicher Gatte Vos Vosen geb. 4. Jan. 1845, gest. 21. Mai 1910. Ruhe in Frieden!","1910","5","21"
"e13-29","Hier ruht Sophie Löwenstein geb. 24.3.1852 gest. 21.11.1910.","1910","11","21"
