"id","transcription","year","month","day"
"e40-1","‎‏פ״נ‏‎ ‎‏אשה ישרה ונעימה‏‎ ‎‏הלכה בדרך תמימה‏‎ ‎‏מ׳ הענדלא בת יוסף‏‎ ‎‏מתה ביום ש״ק שמיני עצרת‏‎ ‎‏תרס״ה לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hanchen Lifges geb. Rothschild geb. 29. Juni 1832, gest. 1. Oct. 1904.","","",""
"e40-10","","","",""
"e40-2","‎‏פ״נ‏‎ ‎‏איש ירא ה׳ מנעוריו‏‎ ‎‏תם וישר בכל מעשיו‏‎ ‎‏כ׳ נתן בר יעקב הלוי‏‎ ‎‏מת ביום שבת חנוכה‏‎ ‎‏כ״ז כסלו תרס״ג לפ״ק‏‎ ‎‏תנצב״ה‏‎ Nathan Lifges geb. 1. Sept. 1819, gest. 27. Dez. 1902.","","",""
"e40-3","‎‏פ״ט‏‎ ‎‏איש הישר כ״ה יצחק בר דוד‏‎ ‎‏[...] ביום‏‎ ‎‏...‏‎ ‎‏...‏‎ ‎‏...‏‎","","",""
"e40-4","‎‏פ״נ // פ״נ‏‎ ‎‏אשת חיל תפארת // איש חכם ויקר מהולל‏‎ ‎‏בעלה ובניה, תמימה // בשערים, רועה עדתו בצדק‏‎ ‎‏וישרה ונעימה במעשיה, // ובמישרים, פארוהו בני עמו‏‎ ‎‏לעני ולאביון פרשה כפיה // וכבדוהו שרים, זכרו‏‎ ‎‏לגמול חסד ואמת כל ימיה, // לא יסוף לדור דורים‏‎ ‎‏ה״ה מרת שרה בת יהודה // רבי יצחק בר ר׳ שלמה‏‎ ‎‏מתה ביום כ״ו טבת תקנ״ז לפ״ק // מת ביום ד׳ אדר ראשון תרע״ג לפ״ק‏‎ ‎‏תנצב״ה ׃‏‎ Hier ruhen meine innigstgeliebten Eltern Herr // Frau Isaak Baum // Sara Baum geb. 18. März // geb. Marx 1824, // geb. 28. Mai 1831, gest. 11. Februar 1913. // gest. 31. Dezember 1896.","","",""
"e40-5","‎‏פ״נ‏‎ ‎‏איש נדיב ונכבד‏‎ ‎‏כ׳ אליקום בר יוסף‏‎ ‎‏ימי שני מגוריו‏‎ ‎‏היו תשע וששים שנה‏‎ ‎‏הלך לפניו צדקתו‏‎ ‎‏וכבוד ה׳ אספו‏‎ ‎‏ביום ט״ז אלול‏‎ ‎‏תר״ה לפ״ק‏‎ ‎‏תנצב״ה‏‎","","",""
"e40-6","","","",""
"e40-7","","","",""
"e40-8","","","",""
"e40-9","","","",""
