"id","transcription","year","month","day"
"e09-1","‎‏פ״נ‏‎ ‎‏רבקה בת אורי‏‎ ‎‏מתה ביום ב׳ חדש ניסן‏‎ ‎‏תרע״ה לפ״ק‏‎ Hier ruht u. herzensgute Mutter Rebecca Baum geb. Behr geb. 11. Nov. 1859 gest. 17. März 1915 ‎‏תנצב״ה‏‎","1915","3","17"
"e09-10","‎‏פ״נ‏‎ ‎‏שמואל בר אהרן‏‎ ‎‏ויהיו ימי חייו‏‎ ‎‏נ״ט שנים‏‎ ‎‏והלך לעולמו‏‎ ‎‏ביום ג׳ כסלו‏‎ ‎‏תרי״ט לפ״ק‏‎ ‎‏תנצב״ה‏‎","1858","11","10"
"e09-11","‎‏פ״נ‏‎ ‎‏אשה ישרה ונעימה‏‎ ‎‏הלכה בדרך תמימה‏‎ ‎‏עשתה צדקות כל ימיה‏‎ ‎‏והדריכה לתורה את בניה‏‎ ‎‏ה״ה מרת קינל‏‎ ‎‏אשת אברהם בר אליעזר‏‎ ‎‏נפטרה ביום כ״ח באב תרל״ב לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht Caroline Kaufmann geb. Schönfeld gestorben den 1. September 1872.","1872","9","1"
"e09-12","‎‏פ״נ‏‎ ‎‏איש ירא אלהים‏‎ ‎‏סר מרע בכל עמליו‏‎ ‎‏עשה צדקה כל ימיו‏‎ ‎‏נקרא שמו‏‎ ‎‏יצחק בר אהרן‏‎ ‎‏נולד ביום ה׳ י״א כסליו‏‎ ‎‏תקנ״א לפ״ק‏‎ ‎‏ומת בזקנה ושיבה טובה‏‎ ‎‏כ״א חשון תרל״ב לפ״ק‏‎ ‎‏תנצב״ה‏‎ Isaak Behr aus Gindorf geb. im Dezember 1791 gest. im November 1871.","1871","11","5"
"e09-13","‎‏פ״נ‏‎ ‎‏איש חמדות ותמים‏‎ ‎‏זקן ושבע ימים ושנים‏‎ ‎‏מלאכי שמים העלוהו‏‎ ‎‏מראה תשועת עולמים‏‎ ‎‏כ״ה משה בר אשר נולד‏‎ ‎‏ביום ג׳ כ״ה כסלו תקנ״ד ונפטר‏‎ ‎‏ביום א׳ כ״ו אדר שני תרמ״א לפ״ק‏‎ ‎‏תנצב״ה‏‎ Moses Behr zu Gindorf geb. d. 21. Decbr. [1794] gest. d. 24. März [1881]","1881","3","27"
"e09-14","‎‏פ״נ‏‎ ‎‏אהרן בר אשר‏‎ ‎‏ויהיו ימי חייו‏‎ ‎‏תשע וארבעים‏‎ ‎‏שנים והלך לעולמו‏‎ ‎‏ביום שני דפסח‏‎ ‎‏שנת תרט״ו‏‎ ‎‏לפ״ק‏‎ ‎‏תנצב״ה‏‎","1855","4","4"
"e09-15","‎‏פ״נ‏‎ ‎‏ילד שעשועים נחמד ונעים‏‎ ‎‏שמואל בר אלכסנדר‏‎ ‎‏לא היו ימיו כי אם ה׳ שנים‏‎ ‎‏ואיננו כי לקח אותו אלהים‏‎ ‎‏ביום ער״ח סיון תרמ״א לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht Philipp Baum geb. am 3. August 1877 gest. am 1. April 1881","1881","4","1"
"e09-16","","","",""
"e09-17","‎‏פ״נ‏‎ ‎‏איש // ואשתו‏‎ ‎‏אשר ב׳ משה // שינכא ב׳ יצחק‏‎ ‎‏דוב ויהיו ימי // הלוי ויהיו ימי‏‎ ‎‏חייו ארבעה // חייה [...]‏‎ ‎‏ושמונים שנים // [...]‏‎ ‎‏והלך לעולמו // [...]‏‎ ‎‏ט״ו תמוז תר״ז // ג׳ חשון תר[...]‏‎ ‎‏לפ״ק // לפ״ק‏‎ ‎‏תנצב״ה // תנצב״ה‏‎","1847","6","29"
"e09-18","‎‏[...]‏‎ ‎‏הי[...]לה‏‎ ‎‏[...]‏‎ ‎‏[...]‏‎ ‎‏[...]‏‎ ‎‏[...]‏‎ ‎‏[...]‏‎ Hier ruht Bernadine B[...] geboren d. [...] gestorben d. [...] April 1881 Friede ihrer Asche!","1881","10","10"
