"id","transcription","year","month","day"
"sb6-10","","","",""
"sb6-1001","‎‏[...] מרע‏‎ ‎‏[...]שה‏‎ ‎‏[...] שנותיך‏‎ ‎‏[... א]לקיך‏‎ ‎‏[...]‏‎","","",""
"sb6-1002","","","",""
"sb6-1003","","","",""
"sb6-1004","‎‏[...]ה‏‎ ‎‏[...] לוי‏‎ ‎‏[...] אשת‏‎ ‎‏[...] כסלו‏‎ ‎‏[...] תרמ״ג לפ״ק‏‎","","",""
"sb6-1005","‎‏[פ]״נ‏‎ ‎‏[איש עניו] בכל עניניו‏‎ ‎‏[צדיק] בכל דרכיו‏‎ ‎‏[וחסיד] בכל מעשיו‏‎ ‎‏[...]״ה ברוך בר בונם‏‎ ‎‏נפטר ביום ד׳ ה׳ ניסן‏‎ ‎‏ונקבר ביום ה׳ ו׳ ניסן תרל״[ח] לפ״ק‏‎ ‎‏תנצב״ה‏‎","","",""
"sb6-1006","‎‏נפש יקרה מעו[לם ...]‏‎ ‎‏הוריך ובעל נ[עוריך]‏‎ ‎‏הפעם [...]‏‎ ‎‏בימי עלומך‏‎ [...]‏‎","","",""
"sb6-1007","","","",""
"sb6-1008","","","",""
"sb6-1009","","","",""
"sb6-1010","‎‏פ״נ‏‎","","",""
"sb6-1011","‎‏[...] ביום ג׳ [...]‏‎ ‎‏[... ת]רמ״ב לפ״[ק ...]‏‎","","",""
"sb6-1012","‎‏[נ]תצב״[ה]‏‎ ‎‏פ״ט‏‎","","",""
"sb6-1013","‎‏[...] אל בניה אמ[רה ...]‏‎ ‎‏[...]עז.. הלכה (?) [...]‏‎","","",""
"sb6-1014","‎‏[...]שר[...]‏‎","","",""
"sb6-1015","Lasar Lazar gest. den 15. Juni 18[68] im Alter von 32 J[ahren ...]","","",""
"sb6-1016","‎‏פ״נ‏‎","","",""
"sb6-1017","‎‏[...]ש[...]‏‎ ‎‏[...] בש״ק [...]‏‎ ‎‏[...]ל[...]‏‎","","",""
"sb6-1018","‎‏[...]ס‏‎","","",""
"sb6-1019","‎‏[אמר] אדני מבשן אשיב ממצלות [ים]‏‎ ‎‏פ״ט‏‎","","",""
"sb6-1020","[Hier] ruht in Frieden Fanny Lazar geb. Joseph [gest]orben am [..] April 1925 [im Al]ter von [.]4 Jahren","","",""
"sb6-1021","‎‏[...]ר ש[...]‏‎ ‎‏[...] ב׳ ניסן‏‎ ‎‏[...]א לפר‏‎ ‎‏[תנ]צב״ה א[...]‏‎","","",""
"sb6-1022","","","",""
"sb6-1023","","","",""
"sb6-1024","‎‏[...]ש עמ[...]‏‎ ‎‏[...]בלת[...]‏‎ ‎‏[...]שראל[...]‏‎","","",""
"sb6-1025","Ro[...] ge[...] [...]","","",""
"sb6-1026","‎‏משה [...]‏‎ ‎‏יום שבת ק[ודש ...]‏‎ ‎‏[ו]נקברה בי[..]‏‎ ‎‏[...]‏‎","","",""
"sb6-1027","‎‏[...]‏‎ ‎‏ונקבר[...]‏‎ ‎‏ת[נצב״ה]‏‎ [Hier ru]ht [...L]azar [...]","","",""
"sb6-1028","‎‏הי׳ עזרים [...]‏‎ ‎‏את נפש[...]‏‎ ‎‏שמרו‏‎ [...]‏‎","","",""
"sb6-1029","‎‏ונקבר[...] אב ת[...]‏‎ ‎‏תנצב״[ה]‏‎ Hier ruht in Frieden [...] Hirsch","","",""
"sb6-11","‎‏תנצב״ה א״ס‏‎ ‎‏הגבירה המהוללה‏‎ ‎‏אשת חיל גאון בעלה‏‎ ‎‏ותפארת בניה‏‎ ‎‏ה״ה אשה יראת אלהים‏‎ ‎‏פעלה טוב כל ימיה‏‎ ‎‏מ׳ טייבכא בת יעקב צבי‏‎ ‎‏אשת צדוק ב״ר משה‏‎ ‎‏מתה ביום ה׳ כ״ג שבט‏‎ ‎‏ונקברה בעש״ק תר״מ לפ״ק‏‎ Hier ruhet Frau Täubchen Lazar geb. Schwab, geb. am 18. Februar 1803 gest. am 4. Februar 1880. Friede ihrer Asche!","","",""
"sb6-12","‎‏מצבת קבורת‏‎ ‎‏אשה צנועה בכל דרכיה‏‎ ‎‏ישרה ותמימה במעשיה‏‎ ‎‏דרשה טוב בעל[ה כל] ימיה‏‎ ‎‏והדריכה למיש[רים א]ת בניה‏‎ ‎‏ה״ה מרת חיה אשת משה הלוי‏‎ ‎‏נפטרה ביום ה׳מנחם אב‏‎ ‎‏ונקברה ביום ז׳ מנחם אב‏‎ ‎‏תרל״ז לפ״ק‏‎ ‎‏תנצב״ה‏‎","","",""
"sb6-13","‎‏פ״נ‏‎ ‎‏נתן בר מאיר‏‎ ‎‏איש צד{י}ק וישר‏‎ ‎‏ירא שמים וסר מרע‏‎ ‎‏מת בשיבה טובה‏‎ ‎‏יום י״ב אב תרפ״ב לפ״ק‏‎ ‎‏תנצב״ה‏‎ ‎‏פ״נ‏‎ ‎‏איטל בת מרים ע״ה‏‎ ‎‏ת[ו{נ}]צב״ה‏‎","","",""
"sb6-14","‎‏ויגוע וימת‏‎ ‎‏פ׳‏‎ ‎‏צעיר בי[מים] ושנים‏‎ ‎‏ורב [...]פעלים‏‎ ‎‏תמים [... מ]עשים‏‎ ‎‏ויגוע [...] על עמיו‏‎ ‎‏אב[רהם ...]נם‏‎ ‎‏ביום ג׳ כ״ח טבת תרל״ה לפ״ק‏‎ ‎‏נתצב״ה א״ס‏‎","","",""
"sb6-15","‎‏פ״נ‏‎ Rosa Levie gest. 11. Jan. 1919 im Alter von 21 Jahren. ‎‏תנצב״ה‏‎","","",""
"sb6-16","‎‏אשת חיל תפארת בניה‏‎ ‎‏פ״ט‏‎ ‎‏האשה החשובה‏‎ ‎‏ראנכה‏‎ ‎‏א[...]אל [...]‏‎ ‎‏ש[...]‏‎ ‎‏ה[...] ימים‏‎ ‎‏[...]״ד? לפ״ק‏‎ ‎‏[...]‏‎ [Hier ruht in Frie]den [R]enette Levÿ Renette Levy geb. Israel geb. [...] gest. d. 13. Dez. 1874 76 Jahre [alt]","","",""
