"id","transcription","year","month","day"
"e10-1","‎‏פ״נ‏‎ ‎‏בילא [...] אליעזר‏‎ ‎‏אשת [...]יה‏‎ ‎‏הל[כה ...]ה‏‎ ‎‏מתה [...]‏‎ ‎‏.מ[...]ה‏‎ ‎‏נפטרה [...] תקפ״ז לפ״ק‏‎ ‎‏תנצב״ה‏‎ Frau Sibilla Goldstein geb. Jompertz geb. im Febr. 1792 gest. 18. Aug. 1827.","1827","8","18"
"e10-10","‎‏פ״נ‏‎ ‎‏אשת חיל תפארת בעלה‏‎ ‎‏ובניה תמימה וישרה‏‎ ‎‏ונעימה במעשיה לעני‏‎ ‎‏ולאביון פרשה כפיה לגמול‏‎ ‎‏חסד ואמת כל ימיה הוא‏‎ ‎‏מרת בילה אשת כ״ה‏‎ ‎‏שלמה בן כ״ה דוד ז״ל‏‎ ‎‏נפטרה ביום ה׳ ח״י אלול‏‎ ‎‏תרי״ב לפ״ק‏‎ ‎‏תנצב״ה‏‎","1852","9","2"
"e10-11","‎‏פ״נ‏‎ ‎‏יהודה בר גדליהו‏‎ Hier ruht Levi [Rösbe]rg Mitstreiter [...] Kriege geb. [...]en gest. [...]","1876","10","10"
"e10-12","‎‏פ״נ‏‎ ‎‏איש צדיק הח״ר ברוך בן הח״ר נתן ז״ל‏‎ ‎‏נ׳ ביום א׳ דר״ח אייר תרל״ח לפ״ק‏‎ ‎‏בכל כחו עמד בפרץ להעמיד הדת על תלה‏‎ ‎‏רעה נאמן היה לעדתו לשם ולתהלה‏‎ ‎‏ולא נתן המשחית לבא להטות אשורים‏‎ ‎‏כספו הקדיש לכונן מדרש ולהספיק בחורים‏‎ ‎‏ביתו היה פתוח לרוחה לדלים ואביונים‏‎ ‎‏רשית דעת קנה ובתורת ה׳ חפץ מזהב ופנינים‏‎ ‎‏נפשו שפך בתפלתו לפני שוכן מעונים‏‎ ‎‏תבואת צדיק לחיים בגבהי מרומים‏‎ ‎‏נעם ה׳ יחזה עד עולמי עולמים‏‎ ‎‏תנצב״ה‏‎ Benedikt Rothschild geb. d. 3. October 1810 gest. d. 2. Mai 1878","1878","5","2"
"e10-13","Hier ruht Abraham Fleck geb. 21. April 1822, gest. 2. Mai 1871.","1871","5","2"
"e10-14","‎‏פ״נ‏‎ ‎‏אשת חיל תפארת בעלה ובניה‏‎ ‎‏תמימה וישרה ונעימה במעשיה‏‎ ‎‏טובת שכל וטובת מעשים‏‎ ‎‏אם עניים ואחות אביונים‏‎ ‎‏היא האשה הצנועה מרת שפרינץ‏‎ ‎‏בת יטיאל כ״ץ אשת יצחק ז״ל וכשהיתה‏‎ ‎‏בת תשעים שנה מתה ונאספה אל‏‎ ‎‏עמה ביום ש״ק ח׳ לחדש שבט תרכ״ד‏‎ ‎‏לפ״ק‏‎ Hier ruht Witwe Isaak Stern geb. Sib. Canter geb. 1774 gest. 1864","1864","1","16"
"e10-15","‎‏פ״נ‏‎ ‎‏קלונימוס בר דוד‏‎ ‎‏איש נאמן בכל דרכיו‏‎ ‎‏טוב וישר בכל מעשיו‏‎ ‎‏הלך תמיד במעגלי אבותיו‏‎ ‎‏מת ביום כ״ט חשון תרכ״ב לפ״ק‏‎ ‎‏תנצב״ה‏‎ Karl Fleck geb. 2. Dez. 1793 gest. 11. Nov. 1863.","1863","11","11"
"e10-16","‎‏פ״נ‏‎ ‎‏האשה היקרה‏‎ ‎‏מרת בריין בת שבתה‏‎ ‎‏אשת משה בר ברוך‏‎ ‎‏מתה בת ס״ד שנה‏‎ ‎‏ביום י״ג תשרי תר״כ לפ״ק‏‎ ‎‏תנצב״ה‏‎ Hier ruht Frau Moses Fleck geborne Süßkind geb. in Güsten bei Jülich 1795, gest. hier den 11. October 1859.","1859","10","11"
"e10-17","‎‏פ״נ‏‎ Sofia Stern geb. 3. Sept. 1852 gest. 29. April 1859. ‎‏תנצב״ה‏‎","1859","4","29"
"e10-18","‎‏פ״נ‏‎ ‎‏הבחור מאיר בן חבר ר׳ שלמה אברהם‏‎ ‎‏צעיר לימים ששה ועשרים שנה‏‎ ‎‏סר מרע ולטוב נצמד הלך לעולמו‏‎ ‎‏ביום י״ד מנחם אב בעש״ק תרט״ז‏‎ ‎‏לפ״ק‏‎ ‎‏תהי נפשו צרורה בצרור החיים‏‎ Hier r[uht] M. Fl[eck] geboren 16. April [...] gestorben 15. Aug. [1856]","1856","8","15"
